movieID,Title,Year,Director,Actors,Rating,Runtime (Mins),Censor Rating,Genre,Sub_Genre,Streaming
3095,OxygÃ¨ne,2021,Alexandre Aja,"MÃ©lanie Laurent, Mathieu Amalric, Malik Zidi, Laura Boujenah",6.5,100,13,Drama," Fantasy,  Sci-Fi",None
3096,P.S. I Love You,2007,Richard LaGravenese,"Hilary Swank, Gerard Butler, Harry Connick Jr., Lisa Kudrow",7,126,A,Comedy," Drama,  Romance","Hulu, Amazon"
3097,P2,2007,Franck Khalfoun,"Rachel Nichols, Wes Bentley, Simon Reynolds, Philip Akin",5.9,98,R,Crime," Horror,  Thriller","Amazon, Netflix, Hulu, Vudu"
3098,PÃ¢fekuto burÃ»,1997,Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Ã”kura",8,81,A,Animation," Crime,  Drama",Vudu
3099,Paan Singh Tomar,2012,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya",8.2,135,UA,Action," Biography,  Crime",Netflix
3100,Pacific Rim,2013,Guillermo del Toro,"Idris Elba, Charlie Hunnam, Rinko Kikuchi, Charlie Day",6.9,131,UA,Action," Adventure,  Sci-Fi","Netflix, Hulu"
3101,Pacific Rim: Uprising,2018,Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman",5.6,111,UA,Action," Adventure,  Fantasy",Hulu
3102,Paddington,2014,Paul King,"Hugh Bonneville, Sally Hawkins, Julie Walters, Jim Broadbent",7.3,95,U,Adventure," Comedy,  Family","Amazon, Netflix, Hulu, Vudu"
3103,Paddington 2,2017,Paul King,"Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins",7.8,103,U,Adventure," Comedy,  Family",None
3104,Padmaavat,2018,Sanjay Leela Bhansali,"Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari",7,164,UA,Drama," History,  Romance",Youtube
3105,Padman,2018,R. Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash",7.9,140,UA,Biography," Comedy,  Drama",Youtube
3106,Pain & Gain,2013,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",6.4,129,15+,Action," Comedy,  Crime","Netflix, Hulu"
3107,Pale Rider,1985,Clint Eastwood,"Clint Eastwood, Michael Moriarty, Carrie Snodgress, Sydney Penny",7.3,115,UA,Drama, Western,Netflix
3108,Palm Springs,2020,Max Barbakow,"Andy Samberg, Cristin Milioti, J.K. Simmons, Peter Gallagher",7.4,90,A,Comedy," Fantasy,  Mystery",Amazon
3109,Palmer,2021,Fisher Stevens,"Justin Timberlake, Juno Temple, Alisha Wainwright, Ryder Allen",7.2,110,A,Drama,Drama,Hulu
3110,Palo Alto,2013,Gia Coppola,"Emma Roberts, James Franco, Jack Kilmer, Zoe Levin",6.2,100,R,Drama,Drama,None
3111,Pan,2015,Joe Wright,"Levi Miller, Hugh Jackman, Garrett Hedlund, Rooney Mara",5.7,111,U,Action," Adventure,  Comedy",Hulu
3112,Pan's Labyrinth,2006,Guillermo del Toro,"Ivana Baquero, Ariadna Gil, Sergi LÃ³pez, Maribel VerdÃº",8.2,118,UA,Drama," Fantasy,  War","Netflix, Amazon"
3113,Pandorum,2009,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",6.7,108,R,Action," Horror,  Mystery","Netflix, Hulu"
3114,Panic Room,2002,David Fincher,"Jodie Foster, Kristen Stewart, Forest Whitaker, Dwight Yoakam",6.8,112,UA,Crime," Drama,  Thriller",Netflix
3115,Paper Moon,1973,Peter Bogdanovich,"Ryan O'Neal, Tatum O'Neal, Madeline Kahn, John Hillerman",8.1,102,U,Comedy," Crime,  Drama",None
3116,Paper Towns,2015,Jake Schreier,"Nat Wolff, Cara Delevingne, Austin Abrams, Justice Smith",6.3,109,PG-13,Adventure," Comedy,  Drama",Hulu
3117,Papillon,1973,Franklin J. Schaffner,"Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon",8,151,R,Biography," Crime,  Drama",Youtube
3118,Papillon,2017,Michael Noer,"Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan",7.2,133,A,Adventure," Biography,  Crime","Hulu, Amazon"
3119,Papurika,2006,Satoshi Kon,"Megumi Hayashibara, TÃ´ru Emori, Katsunosuke Hori, TÃ´ru Furuya",7.7,90,U,Animation," Drama,  Fantasy",Amazon
3120,Paranoia,2013,Robert Luketic,"Liam Hemsworth, Gary Oldman, Harrison Ford, Amber Heard",5.6,106,PG-13,Drama, Thriller,Hulu
3121,Paranoid Park,2007,Gus Van Sant,"Gabe Nevins, Daniel Liu, Taylor Momsen, Jake Miller",6.6,85,R,Crime," Drama,  Mystery",Vudu
3122,Paranormal Activity,2007,Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong",6.3,86,UA,Horror, Mystery,Vudu
3123,Paranormal Activity 2,2010,Tod Williams,"Katie Featherston, Micah Sloat, Molly Ephraim, David Bierend",5.7,91,UA,Horror, Mystery,Amazon
3124,Paranormal Activity 3,2011,"Directors:Henry Joost, Ariel Schulman","Chloe Csengery, Jessica Tyler Brown, Christopher Nicholas Smith, Lauren Bittner",5.8,83,R,Horror, Mystery,Vudu
3125,Paranormal Activity 4,2012,"Directors:Henry Joost, Ariel Schulman","Stephen Dunham, Katie Featherston, Matt Shively, Brendon Eggertsen",4.6,88,A,Horror, Mystery,"Vudu, Netflix"
3126,Paranormal Activity: The Ghost Dimension,2015,Gregory Plotkin,"Chris J. Murray, Brit Shaw, Ivy George, Dan Gill",4.6,88,A,Horror, Mystery,"Vudu, Netflix"
3127,Paranormal Activity: The Marked Ones,2014,Christopher Landon,"Andrew Jacobs, Jorge Diaz, Gabrielle Walsh, Gloria Sandoval",5,84,UA,Horror, Mystery,Vudu
3128,ParaNorman,2012,"Directors:Chris Butler, Sam Fell","Kodi Smit-McPhee, Anna Kendrick, Christopher Mintz-Plasse, Tucker Albrizzi",7,92,UA,Animation," Adventure,  Comedy","Netflix, Vudu"
3129,Parental Guidance,2012,Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott",6,105,PG,Comedy, Family,None
3130,Parenthood,1989,Ron Howard,"Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards",7,124,A,Comedy, Drama,"Netflix, Amazon"
3131,"Paris, je t'aime",2006,"Directors:Olivier Assayas, FrÃ©dÃ©ric Auburtin, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso CuarÃ³n, GÃ©rard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno PodalydÃ¨s, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant","Juliette Binoche, Leonor Watling, Ludivine Sagnier, Fanny Ardant",7.2,120,R,Comedy," Drama,  Romance","Netflix, Amazon"
3132,"Paris, Texas",1984,Wim Wenders,"Harry Dean Stanton, Nastassja Kinski, Dean Stockwell, Sam Berry",8.1,145,U,Drama,Drama,Youtube
3133,Parker,2013,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte",6.2,118,A,Action," Crime,  Thriller","Netflix, Hulu"
3134,Passenger 57,1992,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher",5.9,84,UA,Action," Crime,  Thriller",Vudu
3135,Passengers,2016,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen, Laurence Fishburne",7,116,UA,Drama," Romance,  Sci-Fi",Netflix
3136,Passengers,2008,Rodrigo GarcÃ­a,"Anne Hathaway, Patrick Wilson, David Morse, Andre Braugher",5.8,93,PG-13,Mystery," Romance,  Thriller","Netflix, Vudu"
3137,Patch Adams,1998,Tom Shadyac,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman",6.8,115,U,Biography," Comedy,  Drama",Netflix
3138,Paterson,2016,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",7.3,118,R,Comedy," Drama,  Romance","Netflix, Amazon"
3139,Pather Panchali,1955,Satyajit Ray,"Kanu Bannerjee, Karuna Bannerjee, Subir Banerjee, Chunibala Devi",8.3,125,U,Drama,Drama,"Hulu, Amazon"
3140,Pathfinder,2007,Marcus Nispel,"Karl Urban, Clancy Brown, Moon Bloodgood, Russell Means",5.4,99,R,Action," Adventure,  Drama","Amazon, Netflix, Hulu, Vudu"
3141,Pathology,2008,Marc SchÃ¶lermann,"Alyssa Milano, Milo Ventimiglia, Keir O'Donnell, Michael Weston",5.9,95,R,Crime, Thriller,"Netflix, Vudu"
3142,Paths of Glory,1957,Stanley Kubrick,"Kirk Douglas, Ralph Meeker, Adolphe Menjou, George Macready",8.4,88,A,Drama, War,"Vudu, Netflix"
3143,Patriot Games,1992,Phillip Noyce,"Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin",6.8,117,A,Action, Thriller,"Netflix, Hulu"
3144,Patriots Day,2016,Peter Berg,"Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman",7.3,133,A,Action," Crime,  Drama",Hulu
3145,Patton,1970,Franklin J. Schaffner,"George C. Scott, Karl Malden, Stephen Young, Michael Strong",7.9,172,U,Biography," Drama,  War",Youtube
3146,Paul,2011,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogen, Mia Stallard",6.9,104,U,Adventure," Comedy,  Sci-Fi",None
3147,Paul Blart: Mall Cop,2009,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez",5.2,91,PG,Action," Comedy,  Crime",Amazon
3148,Paul Blart: Mall Cop 2,2015,Andy Fickman,"Kevin James, Raini Rodriguez, Eduardo VerÃ¡stegui, Daniella Alonso",4.4,94,PG,Action," Comedy,  Crime","Netflix, Vudu"
3149,Pawn Sacrifice,2014,Edward Zwick,"Tobey Maguire, Liev Schreiber, Peter Sarsgaard, Michael Stuhlbarg",7,115,UA,Biography," Drama,  History",Netflix
3150,Pay It Forward,2000,Mimi Leder,"Kevin Spacey, Haley Joel Osment, Helen Hunt, Jay Mohr",7.2,123,UA,Drama,Drama,"Netflix, Amazon"
3151,Payback,1999,Brian Helgeland,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer",7.1,100,A,Action," Crime,  Drama","Netflix, Hulu"
3152,Paycheck,2003,John Woo,"Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall",6.3,119,UA,Action," Mystery,  Sci-Fi","Netflix, Hulu"
3153,Peaceful Warrior,2006,Victor Salva,"Scott Mechlowicz, Nick Nolte, Amy Smart, Tim DeKay",7.2,120,PG-13,Drama," Romance,  Sport","Netflix, Amazon"
3154,Pearl Harbor,2001,Michael Bay,"Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott",6.2,183,UA,Action," Drama,  History","Netflix, Hulu"
3155,Pee-wee's Big Adventure,1985,Tim Burton,"Paul Reubens, Elizabeth Daily, Mark Holton, Diane Salinger",7,91,U,Adventure," Comedy,  Family",Amazon
3156,Peeping Tom,1960,Michael Powell,"Karlheinz BÃ¶hm, Anna Massey, Moira Shearer, Maxine Audley",7.6,101,Not Rated,Drama," Horror,  Thriller",None
3157,Peggy Sue Got Married,1986,Francis Ford Coppola,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks",6.4,103,U,Comedy," Drama,  Fantasy",None
3158,Pek Yakinda,2014,Cem Yilmaz,"Cem Yilmaz, TÃ¼lin Ã–zen, Zafer AlgÃ¶z, Ã–zkan Ugur",7.3,134,Not Rated,Comedy," Drama,  Romance","Hulu, Amazon"
3159,Penelope,2006,Mark Palansky,"Christina Ricci, James McAvoy, Reese Witherspoon, Richard E. Grant",6.7,104,U,Comedy," Fantasy,  Romance",None
3160,Penguins of Madagascar,2014,"Directors:Eric Darnell, Simon J. Smith","Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon",6.6,92,PG,Animation," Adventure,  Comedy","Netflix, Vudu"
3161,People Like Us,2012,Alex Kurtzman,"Chris Pine, Elizabeth Banks, Michelle Pfeiffer, Olivia Wilde",7,114,PG-13,Comedy, Drama,Netflix
3162,Peppermint,2018,Pierre Morel,"Jennifer Garner, John Gallagher Jr., John Ortiz, Juan Pablo Raba",6.4,101,A,Action, Thriller,"Netflix, Hulu"
3163,Per qualche dollaro in piÃ¹,1965,Sergio Leone,"Clint Eastwood, Lee Van Cleef, Gian Maria VolontÃ¨, Mara Krupp",8.2,132,U,Western,Western,"Hulu, Amazon"
3164,Per un pugno di dollari,1964,Sergio Leone,"Clint Eastwood, Gian Maria VolontÃ¨, Marianne Koch, Wolfgang Lukschy",7.9,99,A,Action," Drama,  Western",Hulu
3165,Perfect Sense,2011,David Mackenzie,"Ewan McGregor, Eva Green, Lauren Tempany, Connie Nielsen",7,92,R,Drama," Romance,  Sci-Fi","Netflix, Vudu"
3166,Perfect Stranger,2007,James Foley,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow",5.7,109,16,Crime," Mystery,  Thriller","Netflix, Hulu"
3167,Perfetti sconosciuti,2016,Paolo Genovese,"Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo",7.7,96,Not Rated,Comedy, Drama,"Amazon, Netflix, Hulu, Vudu"
3168,Perfume: The Story of a Murderer,2006,Tom Tykwer,"Ben Whishaw, Dustin Hoffman, Alan Rickman, Francesc Albiol",7.5,147,R,Crime," Drama,  Fantasy",Youtube
3169,Persepolis,2007,"Directors:Vincent Paronnaud, Marjane Satrapi","Chiara Mastroianni, Catherine Deneuve, Gena Rowlands, Danielle Darrieux",8,96,PG-13,Animation," Biography,  Drama","Amazon, Netflix, Hulu, Vudu"
3170,Persona,1966,Ingmar Bergman,"Bibi Andersson, Liv Ullmann, Margaretha Krook, Gunnar BjÃ¶rnstrand",8.1,85,Not Rated,Drama, Thriller,Vudu
3171,Personal Shopper,2016,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie",6.1,105,R,Mystery, Thriller,None
3172,Persuasion,2022,Carrie Cracknell,"Richard E. Grant, Henry Golding, Ben Bailey Smith, Yolanda Kettle",5.7,108,UA 7+,Drama, Romance,Hulu
3173,Pet Sematary,2019,"Directors:Kevin KÃ¶lsch, Dennis Widmyer","Jason Clarke, Amy Seimetz, John Lithgow, JetÃ© Laurence",5.7,101,A,Horror," Mystery,  Thriller",None
3174,Pete's Dragon,2016,David Lowery,"Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence",6.7,102,UA,Action," Adventure,  Comedy","Netflix, Hulu"
3175,Peter Pan,1953,"Directors:Clyde Geronimi, Wilfred Jackson, Hamilton Luske, Jack Kinney","Bobby Driscoll, Kathryn Beaumont, Hans Conried, Bill Thompson",7.3,77,U,Animation," Adventure,  Family","Hulu, Netflix"
3176,Peter Rabbit,2018,Will Gluck,"James Corden, Fayssal Bazzi, Domhnall Gleeson, Sia",6.6,95,U,Adventure," Comedy,  Crime","Amazon, Netflix, Hulu, Vudu"
3177,Phantom Thread,2017,Paul Thomas Anderson,"Vicky Krieps, Daniel Day-Lewis, Lesley Manville, Julie Vollono",7.4,130,UA,Drama, Romance,"Hulu, Amazon"
3178,Phenomena,1985,Dario Argento,"Jennifer Connelly, Donald Pleasence, Daria Nicolodi, Dalila Di Lazzaro",6.7,116,A,Crime," Horror,  Mystery",Netflix
3179,Phenomenon,1996,Jon Turteltaub,"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall",6.4,123,U,Drama," Fantasy,  Romance","Netflix, Amazon"
3180,Philadelphia,1993,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell, Buzz Kilman",7.7,125,UA,Drama,Drama,"Hulu, Amazon"
3181,Philomena,2013,Stephen Frears,"Judi Dench, Steve Coogan, Sophie Kennedy Clark, Mare Winningham",7.6,98,PG-13,Biography," Comedy,  Drama","Amazon, Netflix, Hulu, Vudu"
3182,Phone Booth,2002,Joel Schumacher,"Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell",7.1,81,R,Crime, Thriller,Vudu
3183,Pi,1998,Darren Aronofsky,"Sean Gullette, Mark Margolis, Ben Shenkman, Pamela Hart",7.3,84,R,Drama," Horror,  Mystery",Vudu
3184,Picnic at Hanging Rock,1975,Peter Weir,"Rachel Roberts, Anne-Louise Lambert, Vivean Gray, Helen Morse",7.4,115,U,Drama, Mystery,Netflix
3185,Pieces of a Woman,2020,KornÃ©l MundruczÃ³,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Iliza Shlesinger",7,126,18,Drama,Drama,"Hulu, Amazon"
3186,Pierrot le fou,1965,Jean-Luc Godard,"Jean-Paul Belmondo, Anna Karina, Graziella Galvani, Aicha Abadir",7.5,110,Not Rated,Crime," Drama,  Romance",Hulu
3187,Pig,2021,Michael Sarnoski,"Nicolas Cage, Alex Wolff, Adam Arkin, Cassandra Violet",6.9,92,R,Drama, Mystery,"Netflix, Vudu"
3188,Piku,2015,Shoojit Sircar,"Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee",7.6,123,UA,Comedy, Drama,"Netflix, Amazon"
3189,Pineapple Express,2008,David Gordon Green,"Seth Rogen, James Franco, Gary Cole, Danny McBride",6.9,111,A,Action," Comedy,  Crime","Netflix, Hulu"
3190,Pink,2016,Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang",8.1,136,UA,Crime," Drama,  Thriller","Hulu, Amazon"
3191,Pink Flamingos,1972,John Waters,"Divine, David Lochary, Mary Vivian Pearce, Mink Stole",6,93,A,Comedy, Crime,"Netflix, Vudu"
3192,Pink Floyd: The Wall,1982,Alan Parker,"Bob Geldof, Christine Hargreaves, James Laurenson, Eleanor David",8,95,A,Drama," Fantasy,  Music","Netflix, Vudu"
3193,Pinocchio,1940,"Directors:Norman Ferguson, T. Hee, Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Ben Sharpsteen","Dickie Jones, Christian Rub, Mel Blanc, Billy Bletcher",7.5,88,7,Animation," Adventure,  Comedy",None
3194,Pinocchio,2022,Robert Zemeckis,"Joseph Gordon-Levitt, Tom Hanks, Benjamin Evan Ainsworth, Angus Wright",5.1,105,U,Adventure," Comedy,  Drama",None
3195,Piranha 3D,2010,Alexandre Aja,"Elisabeth Shue, Jerry O'Connell, Richard Dreyfuss, Ving Rhames",5.5,88,A,Comedy, Horror,"Vudu, Netflix"
3196,Piranha 3DD,2012,John Gulager,"Danielle Panabaker, Ving Rhames, David Hasselhoff, Matt Bush",3.8,83,A,Comedy," Horror,  Sci-Fi",Vudu
3197,Pirates of the Caribbean: At World's End,2007,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Geoffrey Rush",7.1,169,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
3198,Pirates of the Caribbean: Dead Man's Chest,2006,Gore Verbinski,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",7.3,151,12+,Action," Adventure,  Fantasy",Amazon
3199,Pirates of the Caribbean: Dead Men Tell No Tales,2017,"Directors:Joachim RÃ¸nning, Espen Sandberg","Johnny Depp, Geoffrey Rush, Javier Bardem, Orlando Bloom",6.5,129,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
3200,Pirates of the Caribbean: On Stranger Tides,2011,Rob Marshall,"Johnny Depp, PenÃ©lope Cruz, Ian McShane, Geoffrey Rush",6.6,137,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
3201,Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley",8.1,143,UA,Action," Adventure,  Fantasy",Hulu
3202,Pitch Black,2000,David Twohy,"Radha Mitchell, Cole Hauser, Vin Diesel, Keith David",7.1,109,UA,Action," Horror,  Sci-Fi","Netflix, Hulu"
3203,Pitch Perfect,2012,Jason Moore,"Anna Kendrick, Brittany Snow, Rebel Wilson, Anna Camp",7.1,112,U,Comedy," Music,  Romance",Netflix
3204,Pitch Perfect 2,2015,Elizabeth Banks,"Anna Kendrick, Rebel Wilson, Hailee Steinfeld, Brittany Snow",6.4,115,UA,Comedy, Music,Netflix
3205,Pitch Perfect 3,2017,Trish Sie,"Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp",5.8,93,UA,Comedy, Music,"Netflix, Vudu"
3206,Pixels,2015,Chris Columbus,"Adam Sandler, Kevin James, Michelle Monaghan, Peter Dinklage",5.6,105,PG-13,Action," Comedy,  Fantasy",None
3207,PK,2014,Rajkumar Hirani,"Aamir Khan, Anushka Sharma, Sanjay Dutt, Boman Irani",8.1,153,UA,Comedy," Drama,  Sci-Fi",Youtube
3208,Planes,2013,Klay Hall,"Carlos Alazraqui, Dane Cook, Stacy Keach, Brad Garrett",5.7,91,U,Animation," Adventure,  Comedy",Amazon
3209,"Planes, Trains & Automobiles",1987,John Hughes,"Steve Martin, John Candy, Laila Robins, Michael McKean",7.6,93,U,Comedy, Drama,"Netflix, Vudu"
3210,Planet 51,2009,"Directors:Jorge Blanco, Javier Abad, Marcos MartÃ­nez","Dwayne Johnson, Seann William Scott, Jessica Biel, Justin Long",6,91,PG,Animation," Adventure,  Comedy",Amazon
3211,Planet of the Apes,2001,Tim Burton,"Mark Wahlberg, Helena Bonham Carter, Tim Roth, Michael Clarke Duncan",5.7,119,UA,Action," Adventure,  Sci-Fi","Netflix, Amazon"
3212,Planet Terror,2007,Robert Rodriguez,"Rose McGowan, Freddy RodrÃ­guez, Josh Brolin, Marley Shelton",7.1,105,A,Action," Comedy,  Horror",Hulu
3213,Platoon,1986,Oliver Stone,"Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David",8.1,120,UA,Drama, War,"Netflix, Amazon"
3214,"Play It Again, Sam",1972,Herbert Ross,"Woody Allen, Diane Keaton, Tony Roberts, Jerry Lacy",7.6,85,Not Rated,Comedy, Romance,Vudu
3215,Play Misty for Me,1971,Clint Eastwood,"Clint Eastwood, Jessica Walter, Donna Mills, John Larch",6.9,102,A,Drama, Thriller,None
3216,Playing for Keeps,2012,Gabriele Muccino,"Gerard Butler, Jessica Biel, Dennis Quaid, Noah Lomax",5.7,105,UA,Comedy," Romance,  Sport",None
3217,Playing It Cool,2014,Justin Reardon,"Chris Evans, Michelle Monaghan, Topher Grace, Aubrey Plaza",5.9,94,R,Comedy, Romance,"Netflix, Vudu"
3218,Pleasantville,1998,Gary Ross,"Tobey Maguire, Jeff Daniels, Joan Allen, William H. Macy",7.5,124,UA,Comedy," Drama,  Fantasy","Hulu, Amazon"
3219,Pocahontas,1995,"Directors:Mike Gabriel, Eric Goldberg","Mel Gibson, Linda Hunt, Christian Bale, Joe Baker",6.7,81,U,Animation," Adventure,  Drama",Vudu
3220,Point Break,1991,Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty",7.2,122,A,Action," Crime,  Thriller",Hulu
3221,Point Break,2015,Ericson Core,"Edgar RamÃ­rez, Luke Bracey, Ray Winstone, Teresa Palmer",5.3,114,UA,Action," Adventure,  Crime",Netflix
3222,Point of No Return,1993,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer",6.1,109,A,Action," Crime,  Drama","Netflix, Hulu"
3223,Point of No Return,1993,John Badham,"Bridget Fonda, Gabriel Byrne, Dermot Mulroney, Miguel Ferrer",6.1,109,R,Action," Crime,  Drama",Hulu
3224,PokÃ©mon: Detective Pikachu,2019,Rob Letterman,"Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy",6.5,104,UA,Action," Adventure,  Comedy","Netflix, Hulu"
3225,Polar,2019,Jonas Ã…kerlund,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren",6.3,118,18,Action, Thriller,"Netflix, Hulu"
3226,Police Academy,1984,Hugh Wilson,"Steve Guttenberg, G.W. Bailey, Kim Cattrall, Bubba Smith",6.7,96,A,Comedy,Comedy,"Amazon, Netflix, Hulu, Vudu"
3227,Police Academy 2: Their First Assignment,1985,"Directors:Jerry Paris, James Signorelli","Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow",5.7,87,U,Comedy,Comedy,"Vudu, Netflix"
3228,Police Academy 3: Back in Training,1986,Jerry Paris,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow",5.3,83,U,Comedy,Comedy,Vudu
3229,Police Academy 4: Citizens on Patrol,1987,Jim Drake,"Steve Guttenberg, Bubba Smith, Michael Winslow, David Graf",4.9,88,U,Comedy, Crime,"Vudu, Netflix"
3230,Police Academy 5: Assignment: Miami Beach,1988,Alan Myerson,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook",4.5,90,U,Comedy, Crime,Amazon
3231,Police Academy 6: City Under Siege,1989,Peter Bonerz,"Bubba Smith, David Graf, Michael Winslow, Leslie Easterbrook",4.3,84,U,Comedy, Crime,Vudu
3232,Police Academy: Mission to Moscow,1994,Alan Metter,"G.W. Bailey, George Gaynes, Michael Winslow, David Graf",3.4,83,U,Comedy, Crime,Vudu
3233,Pollock,2000,Ed Harris,"Ed Harris, Marcia Gay Harden, Robert Knott, Molly Regan",7,122,R,Biography, Drama,"Netflix, Amazon"
3234,Pompeii,2014,Paul W.S. Anderson,"Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje",5.5,105,A,Action," Adventure,  Drama",None
3235,Popeye,1980,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley",5.3,114,U,Adventure," Comedy,  Family",Netflix
3236,Popstar: Never Stop Never Stopping,2016,"Directors:Akiva Schaffer, Jorma Taccone","Andy Samberg, Jorma Taccone, Akiva Schaffer, Sarah Silverman",6.7,87,R,Comedy," Drama,  Musical","Vudu, Netflix"
3237,Porky's,1981,Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson",6.2,94,Not Rated,Comedy,Comedy,"Netflix, Vudu"
3238,Portrait de la jeune fille en feu,2019,CÃ©line Sciamma,"NoÃ©mie Merlant, AdÃ¨le Haenel, LuÃ na Bajrami, Valeria Golino",8.1,122,18,Drama, Romance,"Amazon, Netflix, Hulu"
3239,Poseidon,2006,Wolfgang Petersen,"Richard Dreyfuss, Kurt Russell, Emmy Rossum, Josh Lucas",5.7,98,UA,Action," Adventure,  Thriller","Amazon, Netflix, Hulu, Vudu"
3240,Possession,1981,Andrzej Zulawski,"Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent",7.3,124,Not Rated,Drama, Horror,"Netflix, Amazon"
3241,Possessor,2020,Brandon Cronenberg,"Andrea Riseborough, Christopher Abbott, Jennifer Jason Leigh, Rossif Sutherland",6.5,103,18,Horror," Mystery,  Sci-Fi","Amazon, Netflix, Hulu"
3242,Powder,1995,Victor Salva,"Mary Steenburgen, Sean Patrick Flanery, Lance Henriksen, Jeff Goldblum",6.6,111,PG-13,Drama," Fantasy,  Mystery",Hulu
3243,Power Rangers,2017,Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler, Ludi Lin",5.9,124,UA,Action," Adventure,  Fantasy","Netflix, Hulu"
3244,Practical Magic,1998,Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest",6.2,104,A,Comedy," Drama,  Fantasy",None
3245,Precious,2009,Lee Daniels,"Gabourey Sidibe, Mo'Nique, Paula Patton, Mariah Carey",7.3,110,R,Drama,Drama,Hulu
